year,major,on_campus,main_reason_for_taking_isb,trips_per_day,duration_per_day,date,has_exam,start,end,bus_num,time,weather,num_people_at_bus_stop,waiting_time,waiting_time_satisfaction,crowdedness,crowdedness_satisfaction,comfort,safety,overall_satisfaction
4,mechanical engineering,No,All of the above,2,10,2024-10-01,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 16:30:00,Rainy,15,5,5,7,5,5,5,5
1,biomedical engineering,No,To go to class,2,35,2024-10-21,No,IT / CLB,UTown,D1,1900-01-01 09:40:00,Sunny,10,5,7,4,7,7,7,7
2,dentistry,No,To go to class,2,10,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 08:00:00,Sunny,0,8,3,8,3,6,9,5
3,food science and technology,No,To go to CCA sessions,2,10,2024-10-09,No,BIZ2 / Opp HSSML,PGP,A1,1900-01-01 19:00:00,Sunny,12,8,4,6,5,5,4,5
1,data science and analytics,No,To go to MRT,2,10,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 14:00:00,Sunny,30,15,3,3,1,2,4,2
4,economics,No,To go to class,1,10,2024-10-14,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:00:00,Sunny,5,5,10,5,9,10,10,10
3,industrial systems engineering,No,To go to CCA sessions,2,10,2024-10-23,No,LT13 / Ventus,UHC / Opp UHC,A1,1900-01-01 11:15:00,Rainy,0,5,8,3,7,7,7,7
3,data science and analytics,No,To go to class,4,10,2024-10-07,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 09:45:00,Sunny,0,11,5,10,3,3,6,5
3,materials science and engineering,Yes,To go to class,2,20,2024-10-14,No,UTown,IT / CLB,D1,1900-01-01 11:35:00,Rainy,0,7,5,8,3,3,5,5
4,life sciences,No,To go to CCA sessions,2,15,2024-10-15,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 09:45:00,Sunny,0,10,2,9,2,3,3,3
3,data science and analytics,No,To go to class,4,25,2024-10-03,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 20:50:00,Sunny,50,15,4,9,3,4,7,4
3,quantitative finance,Yes,To go to class,3,20,2024-10-07,No,BIZ2 / Opp HSSML,LT27 / S17,A1,1900-01-01 10:30:00,Rainy,0,8,7,7,6,7,7,7
1,sociology,Yes,To go to class,2,5,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 09:25:00,Sunny,0,6,4,8,3,3,4,4
3,statistics,No,To go to class,1,5,2024-10-02,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A2,1900-01-01 18:00:00,Sunny,0,5,5,6,6,5,5,5
3,history,No,To go to class,2,25,2024-10-14,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 11:40:00,Rainy,0,5,7,10,5,6,9,7
3,psychology,No,To go to class,2,20,2024-10-16,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 13:30:00,Sunny,0,7,4,7,5,7,7,7
1,computer science,Yes,To go for meals,4,45,2024-10-15,No,PGP,UTown,D2,1900-01-01 12:00:00,Sunny,0,10,7,9,6,8,8,8
3,data science and analytics,No,To go to class,2,30,2024-09-27,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:00:00,Sunny,50,15,1,10,1,1,2,3
4,environmental engineering,No,To go to class,2,20,2024-10-09,No,IT / CLB,UTown,D1,1900-01-01 14:45:00,Sunny,10,5,4,6,6,6,7,5
3,data science and analytics,No,To go to class,4,35,2024-10-08,Yes,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 16:00:00,Sunny,0,5,6,9,3,3,7,5
1,industrial systems engineering,No,To go to class,3,15,2024-10-21,No,LT13 / Ventus,UTown,D1,1900-01-01 18:15:00,Sunny,15,5,8,5,8,7,7,7
4,data science and analytics,No,To go to MRT,2,10,2024-10-01,No,UHC / Opp UHC,LT27 / S17,D2,1900-01-01 15:45:00,Sunny,0,5,6,9,2,6,6,6
2,quantitative finance,No,To go to class,3,30,2024-10-02,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 10:50:00,Sunny,10,6,6,3,10,10,10,9
1,nursing,No,To go to class,2,20,2024-10-14,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 07:50:00,Rainy,0,7,6,10,4,7,9,8
2,chemistry,Yes,To go to class,5,40,2024-10-02,Yes,IT / CLB,PGP,A2,1900-01-01 18:50:00,Sunny,20,6,7,7,8,9,10,8
2,business,Yes,To go to class,2,30,2024-09-26,No,BIZ2 / Opp HSSML,UTown,D1,1900-01-01 21:30:00,Sunny,5,12,4,1,10,8,9,6
2,social work,Yes,To go for meals,4,35,2024-10-08,No,IT / CLB,UHC / Opp UHC,A1,1900-01-01 19:00:00,Rainy,45,25,2,10,2,3,3,3
3,business analytics,No,To go to class,3,30,2024-10-07,Yes,UHC / Opp UHC,LT27 / S17,D2,1900-01-01 11:40:00,Sunny,20,6,7,7,7,7,7,7
4,accountancy,No,To go to class,3,30,2024-10-02,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 14:00:00,Sunny,15,8,5,5,7,6,8,6
1,chemistry,No,To go to class,4,12,2024-10-07,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:00:00,Sunny,5,5,8,8,8,8,8,9
1,global studies,No,To go to class,3,35,2024-10-16,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 09:00:00,Sunny,0,5,6,8,4,7,8,6
1,law,No,To go to class,3,30,2024-10-14,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 08:45:00,Rainy,0,15,4,10,2,4,4,5
4,psychology,No,To go to class,2,30,2024-10-17,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 16:00:00,Rainy,25,5,6,7,5,6,8,6
4,life sciences,No,To go to CCA sessions,2,15,2024-10-15,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:15:00,Sunny,15,4,5,7,5,5,6,6
3,business,No,To go to MRT,2,30,2024-09-20,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 17:40:00,Sunny,10,6,6,6,5,9,9,8
2,computer science,Yes,To go to class,2,30,2024-09-29,No,UTown,LT27 / S17,D2,1900-01-01 13:12:00,Sunny,0,10,6,7,5,8,6,5
1,mathematics,Yes,To go to MRT,2,10,2024-10-07,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 15:50:00,Sunny,15,8,6,6,6,6,6,6
1,data science and analytics,No,To go to MRT,2,10,2024-09-30,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 07:45:00,Rainy,0,10,3,3,2,3,3,2
4,political science,No,To go to class,4,45,2024-10-10,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 18:10:00,Sunny,30,15,2,9,3,6,6,4
1,geography,Yes,To go to class,2,10,2024-09-27,No,LT27 / S17,UTown,D2,1900-01-01 15:30:00,Rainy,35,20,3,9,3,3,3,3
2,data science and analytics,Yes,To go to class,2,30,2024-10-11,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:56:00,Sunny,15,6,7,8,5,6,6,7
4,anthropology,No,To go to class,2,5,2024-10-15,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 10:10:00,Sunny,0,10,3,9,3,3,3,3
1,nursing,No,To go to class,2,30,2024-10-09,Yes,UHC / Opp UHC,LT27 / S17,D2,1900-01-01 10:40:00,Rainy,70,10,4,10,1,4,7,4
2,biomedical engineering,No,To go to class,3,40,2024-10-21,No,LT13 / Ventus,UTown,D1,1900-01-01 10:30:00,Sunny,20,15,3,8,3,3,3,4
1,nursing,No,To go to class,2,20,2024-10-14,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:00:00,Sunny,40,8,6,10,2,5,9,7
3,economics,Yes,To go to CCA sessions,2,10,2024-10-09,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 14:15:00,Sunny,25,8,4,9,5,4,4,4
4,materials science and engineering,No,To go to class,2,12,2024-10-02,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 07:53:00,Sunny,0,5,7,5,8,9,9,8
3,life sciences,Yes,To go to MRT,1,8,2024-10-09,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 21:15:00,Sunny,0,5,8,7,7,6,5,6
4,life sciences,No,To go to MRT,2,15,2024-10-18,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:30:00,Sunny,30,7,2,9,2,3,3,2
3,dentistry,No,To go to class,1,30,2024-09-27,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:00:00,Rainy,50,10,4,8,8,8,8,7
3,mathematics,No,To go to CCA sessions,3,15,2024-10-09,No,LT13 / Ventus,UTown,D1,1900-01-01 17:00:00,Sunny,12,7,5,6,4,4,4,4
3,pharmaceutical science,No,To go to class,2,5,2024-10-03,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:30:00,Sunny,10,3,9,4,9,8,8,9
3,data science and analytics,No,To go to class,4,30,2024-09-30,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 21:00:00,Sunny,25,10,4,8,3,4,7,5
2,psychology,No,To go to class,2,25,2024-10-07,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 15:46:00,Sunny,40,5,6,7,5,6,7,6
4,dentistry,No,To go to class,3,15,2024-10-08,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 09:00:00,Sunny,0,15,2,9,4,7,9,6
3,global studies,No,To go to class,4,40,2024-10-11,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 08:30:00,Rainy,25,4,6,8,3,5,7,6
1,malay studies,No,To go to class,1,10,2024-10-01,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 11:40:00,Sunny,0,1,8,9,4,4,7,7
3,statistics,No,To go to MRT,2,15,2024-10-17,No,UTown,LT13 / Ventus,D1,1900-01-01 12:40:00,Rainy,0,6,3,9,4,3,4,4
1,computer science,Yes,To go to class,2,60,2024-09-27,No,UTown,LT27 / S17,D2,1900-01-01 12:00:00,Sunny,0,10,8,4,8,9,9,9
3,data science and analytics,No,To go to class,3,35,2024-09-30,Yes,UHC / Opp UHC,LT27 / S17,A2,1900-01-01 14:00:00,Sunny,50,20,3,9,2,5,7,4
2,psychology,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",1,10,2024-10-11,No,LT13 / Ventus,UTown,D1,1900-01-01 17:10:00,Sunny,0,8,4,4,9,7,10,8
3,pharmaceutical science,No,To go to class,2,5,2024-10-03,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 13:40:00,Sunny,0,5,8,5,8,8,8,8
1,computer science,Yes,To go to class,2,15,2024-10-14,No,COM3,UTown,D1,1900-01-01 12:00:00,Sunny,25,15,6,7,6,6,6,6
1,geography,Yes,To go to class,2,10,2024-10-11,No,UHC / Opp UHC,IT / CLB,A1,1900-01-01 09:40:00,Sunny,0,5,8,8,5,7,8,6
4,social work,No,"To go to in-school accommodation (halls, RCs, houses etc.)",2,37,2024-10-10,No,Kent Ridge MRT / Opp Kent Ridge MRT,PGP,A2,1900-01-01 09:00:00,Sunny,0,15,5,9,5,6,7,6
3,data science and analytics,No,To go to class,3,30,2024-10-15,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 16:00:00,Sunny,40,7,4,9,3,6,8,6
1,economics,No,To go to MRT,2,20,2024-10-18,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:30:00,Rainy,20,15,7,7,7,7,7,7
4,economics,No,To go to class,2,10,2024-10-01,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:00:00,Sunny,0,5,8,6,8,8,9,8
2,chemistry,Yes,To go to class,5,40,2024-10-17,No,UTown,LT27 / S17,D2,1900-01-01 09:51:00,Rainy,0,5,6,9,6,7,9,7
3,data science and analytics,Yes,To go for meals,4,60,2024-09-27,No,UTown,UHC / Opp UHC,D2,1900-01-01 15:00:00,Sunny,25,15,3,8,3,3,3,3
3,data science and analytics,No,To go to class,4,40,2024-10-03,Yes,COM3,LT27 / S17,D2,1900-01-01 13:50:00,Sunny,30,10,3,7,5,7,8,6
2,sociology,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",2,15,2024-10-16,No,PGP,UTown,D2,1900-01-01 20:00:00,Rainy,35,25,1,10,1,1,1,1
1,food science and technology,No,To go to class,2,10,2024-10-08,Yes,IT / CLB,UTown,D1,1900-01-01 16:20:00,Sunny,8,7,4,7,6,7,4,4
2,history,No,To go to class,4,20,2024-10-01,No,IT / CLB,LT13 / Ventus,A1,1900-01-01 15:17:00,Sunny,8,5,7,5,6,6,6,6
3,data science and analytics,No,To go to MRT,4,40,2024-10-08,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 11:20:00,Rainy,0,3,8,7,4,5,7,6
4,mathematics,No,To go to class,2,10,2024-10-10,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 10:50:00,Sunny,0,12,2,8,4,4,4,4
3,quantitative finance,No,To go to class,4,20,2024-10-09,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 10:35:00,Rainy,0,5,7,7,6,7,8,6
1,sociology,Yes,To go to class,4,15,2024-09-30,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:30:00,Sunny,25,9,4,1,1,2,3,2
4,biomedical engineering,No,To go to class,2,35,2024-10-21,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,1900-01-01 09:30:00,Sunny,0,18,2,10,1,3,3,3
3,architecture,No,To go to class,2,40,2024-08-10,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,1900-01-01 13:30:00,Sunny,0,10,6,7,4,6,6,6
1,economics,No,To go to class,2,20,2024-10-17,No,BIZ2 / Opp HSSML,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:30:00,Rainy,25,15,7,7,7,7,7,7
4,psychology,No,To go to class,3,15,2024-10-02,Yes,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:00:00,Sunny,10,5,8,5,6,6,9,8
4,business analytics,No,To go for meals,2,15,2024-10-17,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 11:00:00,Sunny,0,4,5,8,3,5,6,5
3,architecture,No,To go to class,2,40,2024-10-15,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 15:30:00,Sunny,0,10,7,4,7,6,7,7
3,global studies,No,To go to class,2,20,2024-10-17,No,LT13 / Ventus,LT27 / S17,A1,1900-01-01 12:00:00,Rainy,0,6,5,9,3,4,7,5
1,data science and analytics,No,To go to class,2,15,2024-09-30,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A2,1900-01-01 14:00:00,Sunny,40,25,1,1,1,1,1,1
3,data science and analytics,No,To go to class,4,30,2024-10-07,No,COM3,LT27 / S17,D2,1900-01-01 14:00:00,Sunny,25,10,3,7,5,7,8,6
2,business analytics,Yes,To go to class,2,20,2024-10-18,No,UHC / Opp UHC,IT / CLB,A1,1900-01-01 09:15:00,Sunny,0,2,8,7,4,6,6,5
3,life sciences,Yes,To go to class,3,30,2024-10-16,No,LT27 / S17,IT / CLB,A1,1900-01-01 14:15:00,Sunny,15,3,5,6,6,7,7,7
2,data science and analytics,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",2,10,2024-10-01,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 21:00:00,Sunny,0,5,8,3,8,8,8,8
2,accountancy,No,To go to class,3,40,2024-10-01,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 09:45:00,Sunny,0,10,6,8,2,7,7,6
4,materials science and engineering,No,To go to class,2,10,2024-10-01,Yes,LT27 / S17,IT / CLB,A1,1900-01-01 09:50:00,Sunny,10,5,7,7,7,7,7,8
2,data science and analytics,Yes,To go to class,2,30,2024-10-11,No,UHC / Opp UHC,COM3,D2,1900-01-01 11:30:00,Rainy,0,7,7,10,3,3,4,4
3,data science and analytics,No,To go to class,3,40,2024-09-30,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 08:00:00,Rainy,70,10,6,10,5,3,8,5
3,dentistry,No,To go for meals,1,20,2024-09-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 17:00:00,Sunny,0,30,9,7,6,6,5,4
1,"politics, philosophy, economics",No,To go to class,3,30,2024-10-07,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:47:00,Sunny,30,20,3,8,3,3,4,4
4,environmental studies,No,To go to class,2,20,2024-10-17,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:30:00,Sunny,15,5,7,6,9,9,10,9
2,biomedical engineering,No,To go to class,3,40,2024-10-21,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,1900-01-01 08:30:00,Sunny,0,15,3,7,3,3,4,4
2,political science,No,To go to MRT,3,30,2024-10-15,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 11:45:00,Sunny,0,15,4,8,5,6,9,3
3,life sciences,No,To go to class,2,10,2024-10-01,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:41:00,Sunny,15,6,7,8,5,6,7,7
3,data science and analytics,No,To go to MRT,3,30,2024-10-14,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 11:20:00,Rainy,0,3,7,3,7,8,9,8
3,data science and analytics,No,To go to class,4,25,2024-10-03,Yes,LT27 / S17,UHC / Opp UHC,D2,1900-01-01 18:00:00,Sunny,0,2,8,7,4,6,8,6
3,quantitative finance,No,To go to class,4,20,2024-10-08,Yes,UHC / Opp UHC,LT27 / S17,A2,1900-01-01 14:10:00,Sunny,30,15,3,9,3,6,8,4
2,business analytics,No,To go to class,3,30,2024-10-14,No,COM3,IT / CLB,D1,1900-01-01 13:40:00,Rainy,15,4,5,6,5,5,6,5
1,geography,Yes,To go to class,2,10,2024-09-30,No,IT / CLB,UTown,D1,1900-01-01 17:50:00,Sunny,25,10,6,8,5,6,8,6
2,business analytics,Yes,To go to class,2,20,2024-10-18,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 17:00:00,Sunny,15,5,4,7,6,5,7,6
2,data science and analytics,Yes,To go to MRT,4,10,2024-09-30,Yes,UHC / Opp UHC,LT27 / S17,D2,1900-01-01 11:40:00,Sunny,0,10,6,9,5,5,8,7
1,sociology,Yes,"To go to in-school accommodation (halls, RCs, houses etc.)",2,15,2024-10-16,No,PGP,UTown,D2,1900-01-01 19:00:00,Sunny,30,20,1,10,1,1,1,1
2,life sciences,No,To go for meals,3,30,2024-10-17,No,LT27 / S17,UTown,D2,1900-01-01 13:15:00,Sunny,0,4,5,7,5,6,6,5
3,data science and analytics,No,To go to class,4,40,2024-10-03,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 12:30:00,Rainy,0,6,5,6,7,7,8,8
3,quantitative finance,Yes,To go to class,3,20,2024-10-04,No,LT27 / S17,BIZ2 / Opp HSSML,A2,1900-01-01 15:45:00,Sunny,15,5,8,6,8,7,8,7
4,industrial systems engineering,No,To go for meals,4,20,2024-10-24,No,UHC / Opp UHC,UTown,D2,1900-01-01 12:45:00,Sunny,0,20,1,10,1,1,1,1
3,data science and analytics,No,To go to class,2,25,2024-10-16,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 15:00:00,Rainy,30,5,6,8,4,6,8,6
3,data science and analytics,No,To go to class,4,20,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 10:00:00,Sunny,0,6,5,10,1,6,6,5
3,data science and analytics,No,To go to class,2,40,2024-10-03,No,COM3,LT27 / S17,D2,1900-01-01 11:40:00,Sunny,20,6,5,7,9,8,9,9
3,life sciences,No,To go to class,2,10,2024-10-01,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 11:48:00,Rainy,0,3,8,5,8,8,8,9
1,pharmaceutical science,Yes,To go to class,2,10,2024-09-30,No,UTown,LT27 / S17,D2,1900-01-01 08:40:00,Sunny,0,5,8,8,5,6,8,6
4,data science and analytics,No,To go to class,2,5,2024-09-19,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 10:06:00,Sunny,7,7,8,4,9,9,10,9
2,history,Yes,To go to class,4,50,2024-10-16,Yes,PGP,UHC / Opp UHC,A1,1900-01-01 07:00:00,Rainy,0,4,7,10,8,8,10,7
1,chemistry,No,To go to class,4,40,2024-10-15,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 09:30:00,Rainy,0,5,8,10,4,7,9,7
1,global studies,No,To go to CCA sessions,1,5,2024-10-01,No,IT / CLB,PGP,A1,1900-01-01 15:00:00,Sunny,2,8,4,1,10,10,10,10
3,chemistry,No,To go to class,6,30,2024-10-07,Yes,UHC / Opp UHC,UTown,D2,1900-01-01 18:00:00,Sunny,0,10,4,10,3,6,8,4
1,geography,Yes,To go to class,2,10,2024-09-30,No,UHC / Opp UHC,IT / CLB,A1,1900-01-01 15:40:00,Sunny,0,5,9,5,8,7,8,7
4,anthropology,No,To go to class,2,8,2024-10-08,No,LT13 / Ventus,COM3,D1,1900-01-01 12:36:00,Sunny,10,10,3,4,7,6,6,6
2,life sciences,No,To go to class,4,20,2024-10-07,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 10:06:00,Sunny,0,5,3,4,8,6,10,9
3,mechanical engineering,No,To go to class,4,20,2024-10-08,Yes,UHC / Opp UHC,IT / CLB,A1,1900-01-01 13:45:00,Sunny,20,10,6,10,3,5,6,5
2,environmental studies,Yes,To go to class,5,50,2024-10-03,Yes,UTown,IT / CLB,D1,1900-01-01 09:20:00,Sunny,0,3,9,10,3,6,8,6
1,computer science,Yes,To go to class,2,15,2024-10-15,No,COM3,UTown,D1,1900-01-01 18:30:00,Sunny,29,19,3,8,3,3,3,3
2,geography,No,To go to class,2,10,2024-10-02,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:30:00,Sunny,20,10,6,7,6,7,8,7
3,law,No,To go to class,3,30,2024-10-08,No,UTown,PGP,D2,1900-01-01 11:00:00,Sunny,25,10,6,8,6,6,7,4
